#First case with k = 0.1 and B = 11.0
#u              v              
3.690016        0.340515       
3.693421        -0.053728      
3.692884        -0.447323      
3.688411        -0.838674      
3.680024        -1.226207      
3.667762        -1.608387      
3.651678        -1.983733      
3.631841        -2.350831      
3.608333        -2.708353      
3.581249        -3.055061      
3.550698        -3.389823      
3.516800        -3.711616      
3.479684        -4.019536      
3.439489        -4.312804      
3.396361        -4.590761      
3.350453        -4.852877      
3.301924        -5.098744      
3.250937        -5.328075      
3.197656        -5.540701      
3.142249        -5.736564      
3.084883        -5.915711      
3.025726        -6.078286      
2.964943        -6.224524      
2.902698        -6.354738      
2.839151        -6.469315      
2.774458        -6.568706      
2.708771        -6.653413      
2.642236        -6.723986      
2.574997        -6.781011      
2.507187        -6.825103      
2.438936        -6.856899      
2.370367        -6.877051      
2.301596        -6.886216      
2.232734        -6.885056      
2.163883        -6.874229      
2.095141        -6.854384      
2.026597        -6.826160      
1.958336        -6.790179      
1.890434        -6.747045      
1.822963        -6.697343      
1.755990        -6.641632      
1.689574        -6.580449      
1.623769        -6.514306      
1.558626        -6.443688      
1.494189        -6.369054      
1.430499        -6.290835      
1.367590        -6.209438      
1.305496        -6.125242      
1.244243        -6.038602      
1.183857        -5.949845      
1.124359        -5.859277      
1.065766        -5.767179      
1.008094        -5.673811      
0.951356        -5.579408      
0.895562        -5.484190      
0.840720        -5.388353      
0.786837        -5.292078      
0.733916        -5.195527      
0.681961        -5.098846      
0.630972        -5.002168      
0.580951        -4.905609      
0.531895        -4.809275      
0.483802        -4.713259      
0.436669        -4.617640      
0.390493        -4.522492      
0.345268        -4.427876      
0.300989        -4.333845      
0.257651        -4.240445      
0.215246        -4.147715      
0.173769        -4.055687      
0.133212        -3.964387      
0.093568        -3.873837      
0.054830        -3.784054      
0.016989        -3.695051      
-0.019961       -3.606836      
-0.056029       -3.519415      
-0.091224       -3.432793      
-0.125552       -3.346971      
-0.159021       -3.261946      
-0.191641       -3.177719      
-0.223418       -3.094283      
-0.254361       -3.011635      
-0.284477       -2.929770      
-0.313775       -2.848681      
-0.342262       -2.768362      
-0.369945       -2.688807      
-0.396833       -2.610009      
-0.422933       -2.531963      
-0.448253       -2.454661      
-0.472800       -2.378099      
-0.496581       -2.302273      
-0.519603       -2.227177      
-0.541875       -2.152808      
-0.563403       -2.079164      
-0.584195       -2.006243      
-0.604257       -1.934043      
-0.623598       -1.862565      
-0.642223       -1.791809      
-0.660141       -1.721778      
-0.677359       -1.652474      
-0.693884       -1.583900      
-0.709723       -1.516062      
-0.724884       -1.448964      
-0.739373       -1.382614      
-0.753199       -1.317019      
-0.766370       -1.252186      
-0.778891       -1.188125      
-0.790773       -1.124846      
-0.802021       -1.062359      
-0.812645       -1.000675      
-0.822651       -0.939806      
-0.832050       -0.879764      
-0.840847       -0.820562      
-0.849053       -0.762213      
-0.856675       -0.704731      
-0.863722       -0.648131      
-0.870204       -0.592426      
-0.876128       -0.537631      
-0.881504       -0.483761      
-0.886342       -0.430831      
-0.890650       -0.378855      
-0.894439       -0.327849      
-0.897717       -0.277828      
-0.900495       -0.228807      
-0.902783       -0.180799      
-0.904591       -0.133820      
-0.905930       -0.087885      
-0.906808       -0.043006      
-0.907239       0.000802       
-0.907231       0.043525       
-0.906795       0.085152       
-0.905944       0.125668       
-0.904687       0.165063       
-0.903036       0.203324       
-0.901003       0.240441       
-0.898599       0.276402       
-0.895835       0.311198       
-0.892723       0.344819       
-0.889275       0.377256       
-0.885502       0.408501       
-0.881417       0.438546       
-0.877032       0.467384       
-0.872358       0.495007       
-0.867408       0.521411       
-0.862194       0.546589       
-0.856728       0.570537       
-0.851022       0.593251       
-0.845090       0.614727       
-0.838943       0.634961       
-0.832593       0.653951       
-0.826053       0.671696       
-0.819336       0.688193       
-0.812454       0.703442       
-0.805420       0.717442       
-0.798246       0.730194       
-0.790944       0.741697       
-0.783527       0.751953       
-0.776007       0.760963       
-0.768398       0.768729       
-0.760710       0.775252       
-0.752958       0.780536       
-0.745152       0.784584       
-0.737307       0.787398       
-0.729433       0.788983       
-0.721543       0.789341       
-0.713649       0.788478       
-0.705765       0.786397       
-0.697901       0.783103       
-0.690070       0.778602       
-0.682284       0.772897       
-0.674555       0.765995       
-0.666895       0.757901       
-0.659316       0.748620       
-0.651829       0.738159       
-0.644448       0.726522       
-0.637183       0.713717       
-0.630045       0.699749       
-0.623048       0.684626       
-0.616202       0.668352       
-0.609518       0.650934       
-0.603009       0.632380       
-0.596685       0.612696       
-0.590558       0.591888       
-0.584639       0.569964       
-0.578940       0.546930       
-0.573470       0.522793       
-0.568242       0.497560       
-0.563267       0.471239       
-0.558554       0.443836       
-0.554116       0.415359       
-0.549962       0.385815       
-0.546104       0.355211       
-0.542552       0.323554       
-0.539317       0.290854       
-0.536408       0.257115       
-0.533837       0.222348       
-0.531613       0.186559       
-0.529748       0.149756       
-0.528250       0.111947       
-0.527131       0.073141       
-0.526399       0.033345       
-0.526066       -0.007431      
-0.526140       -0.049180      
-0.526632       -0.091892      
-0.527551       -0.135559      
-0.528907       -0.180172      
-0.530708       -0.225720      
-0.532965       -0.272195      
-0.535687       -0.319586      
-0.538883       -0.367884      
-0.542562       -0.417077      
-0.546733       -0.467156      
-0.551404       -0.518108      
-0.556586       -0.569922      
-0.562285       -0.622586      
-0.568511       -0.676087      
-0.575271       -0.730413      
-0.582576       -0.785549      
-0.590431       -0.841482      
-0.598846       -0.898197      
-0.607828       -0.955678      
-0.617385       -1.013908      
-0.627524       -1.072871      
-0.638252       -1.132549      
-0.649578       -1.192922      
-0.661507       -1.253971      
-0.674047       -1.315674      
-0.687204       -1.378009      
-0.700984       -1.440952      
-0.715393       -1.504479      
-0.730438       -1.568562      
-0.746124       -1.633174      
-0.762455       -1.698285      
-0.779438       -1.763863      
-0.797077       -1.829875      
-0.815376       -1.896284      
-0.834338       -1.963053      
-0.853969       -2.030142      
-0.874270       -2.097507      
-0.895245       -2.165102      
-0.916896       -2.232880      
-0.939225       -2.300788      
-0.962233       -2.368772      
-0.985921       -2.436773      
-1.010289       -2.504729      
-1.035336       -2.572574      
-1.061062       -2.640239      
-1.087464       -2.707649      
-1.114541       -2.774726      
-1.142288       -2.841386      
-1.170702       -2.907541      
-1.199777       -2.973098      
-1.229508       -3.037959      
-1.259888       -3.102018      
-1.290908       -3.165168      
-1.322560       -3.227291      
-1.354832       -3.288267      
-1.387715       -3.347968      
-1.421195       -3.406260      
-1.455257       -3.463003      
-1.489887       -3.518050      
-1.525068       -3.571248      
-1.560780       -3.622438      
-1.597005       -3.671454      
-1.633719       -3.718123      
-1.670901       -3.762268      
-1.708523       -3.803704      
-1.746560       -3.842242      
-1.784983       -3.877685      
-1.823760       -3.909836      
-1.862858       -3.938488      
-1.902243       -3.963434      
-1.941877       -3.984462      
-1.981722       -4.001359      
-2.021735       -4.013910      
-2.061874       -4.021898      
-2.102093       -4.025109      
-2.142344       -4.023329      
-2.182578       -4.016346      
-2.222741       -4.003955      
-2.262781       -3.985955      
-2.302640       -3.962151      
-2.342262       -3.932360      
-2.381585       -3.896407      
-2.420549       -3.854130      
-2.459091       -3.805381      
-2.497145       -3.750029      
-2.534645       -3.687959      
-2.571524       -3.619078      
-2.607715       -3.543311      
-2.643148       -3.460610      
-2.677754       -3.370949      
-2.711464       -3.274330      
-2.744207       -3.170784      
-2.775915       -3.060368      
-2.806519       -2.943174      
-2.835951       -2.819323      
-2.864144       -2.688967      
-2.891033       -2.552293      
-2.916556       -2.409521      
-2.940652       -2.260901      
-2.963261       -2.106719      
-2.984328       -1.947290      
-3.003801       -1.782961      
-3.021630       -1.614108      
-3.037771       -1.441135      
-3.052183       -1.264471      
-3.064827       -1.084569      
-3.075673       -0.901903      
-3.084692       -0.716965      
-3.091862       -0.530261      
-3.097164       -0.342311      
-3.100588       -0.153642      
-3.102124       0.035213       
-3.101772       0.223721       
-3.099535       0.411349       
-3.095421       0.597570       
-3.089445       0.781866       
-3.081627       0.963731       
-3.071989       1.142675       
-3.060563       1.318226       
-3.047380       1.489932       
-3.032481       1.657367       
-3.015907       1.820129       
-2.997706       1.977844       
-2.977928       2.130168       
-2.956626       2.276788       
-2.933858       2.417421       
-2.909684       2.551820       
-2.884166       2.679767       
-2.857368       2.801079       
-2.829357       2.915606       
-2.800201       3.023228       
-2.769969       3.123858       
-2.738730       3.217441       
-2.706556       3.303947       
-2.673517       3.383379       
-2.639683       3.455761       
-2.605125       3.521148       
-2.569914       3.579613       
-2.534118       3.631252       
-2.497805       3.676181       
-2.461043       3.714535       
-2.423898       3.746461       
-2.386433       3.772123       
-2.348712       3.791696       
-2.310795       3.805367       
-2.272741       3.813330       
-2.234608       3.815787       
-2.196450       3.812945       
-2.158321       3.805016       
-2.120271       3.792215       
-2.082348       3.774757       
-2.044601       3.752859       
-2.007072       3.726738       
-1.969805       3.696607       
-1.932839       3.662680       
-1.896212       3.625164       
-1.859960       3.584266       
-1.824118       3.540187       
-1.788716       3.493122       
-1.753785       3.443263       
-1.719352       3.390795       
-1.685444       3.335898       
-1.652085       3.278745       
-1.619298       3.219504       
-1.587103       3.158335       
-1.555519       3.095394       
-1.524565       3.030830       
-1.494257       2.964783       
-1.464609       2.897391       
-1.435635       2.828783       
-1.407347       2.759083       
-1.379757       2.688408       
-1.352872       2.616872       
-1.326704       2.544580       
-1.301258       2.471634       
-1.276542       2.398131       
-1.252560       2.324160       
-1.229319       2.249809       
-1.206821       2.175159       
-1.185069       2.100287       
-1.164066       2.025267       
-1.143814       1.950169       
-1.124312       1.875057       
-1.105561       1.799993       
-1.087561       1.725036       
-1.070311       1.650242       
-1.053809       1.575662       
-1.038052       1.501347       
-1.023038       1.427343       
-1.008765       1.353695       
-0.995228       1.280445       
-0.982424       1.207632       
-0.970347       1.135295       
-0.958994       1.063469       
-0.948360       0.992189       
-0.938438       0.921488       
-0.929223       0.851395       
-0.920709       0.781942       
-0.912890       0.713157       
-0.905758       0.645066       
-0.899307       0.577695       
-0.893530       0.511070       
-0.888420       0.445215       
-0.883967       0.380153       
-0.880166       0.315907       
-0.877007       0.252498       
-0.874482       0.189948       
-0.872582       0.128277       
-0.871300       0.067506       
-0.870625       0.007654       
-0.870548       -0.051260      
-0.871061       -0.109216      
-0.872153       -0.166196      
-0.873815       -0.222181      
-0.876037       -0.277153      
-0.878808       -0.331094      
-0.882119       -0.383986      
-0.885959       -0.435810      
-0.890317       -0.486549      
-0.895183       -0.536185      
-0.900544       -0.584699      
-0.906391       -0.632075      
-0.912712       -0.678293      
-0.919495       -0.723335      
-0.926728       -0.767184      
-0.934400       -0.809821      
-0.942498       -0.851227      
-0.951011       -0.891383      
-0.959925       -0.930271      
-0.969227       -0.967871      
-0.978906       -1.004164      
-0.988948       -1.039131      
-0.999339       -1.072751      
-1.010066       -1.105005      
-1.021116       -1.135874      
-1.032475       -1.165336      
-1.044129       -1.193371      
-1.056062       -1.219959      
-1.068262       -1.245079      
-1.080713       -1.268711      
-1.093400       -1.290833      
-1.106308       -1.311425      
-1.119422       -1.330466      
-1.132727       -1.347935      
-1.146206       -1.363812      
-1.159844       -1.378076      
-1.173625       -1.390706      
-1.187532       -1.401683      
-1.201549       -1.410987      
-1.215659       -1.418598      
-1.229845       -1.424498      
-1.244090       -1.428667      
-1.258377       -1.431089      
-1.272687       -1.431745      
-1.287005       -1.430620      
-1.301311       -1.427697      
-1.315588       -1.422962      
-1.329818       -1.416402      
-1.343982       -1.408003      
-1.358062       -1.397755      
-1.372039       -1.385646      
-1.385896       -1.371669      
-1.399612       -1.355816      
-1.413171       -1.338081      
-1.426551       -1.318461      
-1.439736       -1.296953      
-1.452706       -1.273556      
-1.465441       -1.248272      
-1.477924       -1.221104      
-1.490135       -1.192058      
-1.502055       -1.161142      
-1.513667       -1.128365      
-1.524951       -1.093741      
-1.535888       -1.057282      
-1.546461       -1.019006      
-1.556651       -0.978933      
-1.566440       -0.937084      
-1.575811       -0.893483      
-1.584746       -0.848157      
-1.593227       -0.801135      
-1.601239       -0.752449      
-1.608763       -0.702133      
-1.615785       -0.650222      
-1.622287       -0.596757      
-1.628254       -0.541777      
-1.633672       -0.485326      
-1.638525       -0.427449      
-1.642800       -0.368194      
-1.646482       -0.307610      
-1.649558       -0.245747      
-1.652015       -0.182660      
-1.653842       -0.118400      
-1.655026       -0.053025      
-1.655556       0.013409       
-1.655422       0.080844       
-1.654614       0.149222       
-1.653122       0.218483       
-1.650937       0.288568       
-1.648051       0.359416       
-1.644457       0.430968       
-1.640147       0.503163       
-1.635116       0.575943       
-1.629356       0.649247       
-1.622864       0.723018       
-1.615633       0.797198       
-1.607661       0.871731       
-1.598944       0.946563       
-1.589479       1.021640       
-1.579262       1.096911       
-1.568293       1.172325       
-1.556570       1.247836       
-1.544091       1.323399       
-1.530857       1.398970       
-1.516868       1.474510       
-1.502123       1.549980       
-1.486623       1.625347       
-1.470369       1.700578       
-1.453364       1.775645       
-1.435607       1.850522       
-1.417102       1.925186       
-1.397850       1.999619       
-1.377854       2.073804       
-1.357116       2.147728       
-1.335639       2.221382       
-1.313425       2.294761       
-1.290477       2.367860       
-1.266799       2.440682       
-1.242392       2.513228       
-1.217259       2.585507       
-1.191404       2.657528       
-1.164829       2.729304       
-1.137536       2.800851       
-1.109528       2.872187       
-1.080806       2.943335       
-1.051372       3.014317       
-1.021229       3.085160       
-0.990378       3.155893       
-0.958819       3.226547       
-0.926553       3.297154       
-0.893582       3.367749       
-0.859904       3.438367       
-0.825520       3.509046       
-0.790430       3.579825       
-0.754632       3.650742       
-0.718124       3.721838       
-0.680906       3.793152       
-0.642974       3.864725       
-0.604327       3.936597       
-0.564961       4.008808       
-0.524873       4.081397       
-0.484059       4.154401       
-0.442515       4.227856       
-0.400237       4.301796       
-0.357219       4.376253       
-0.313456       4.451257       
-0.268943       4.526833       
-0.223675       4.603004       
-0.177645       4.679787       
-0.130847       4.757197       
-0.083275       4.835241       
-0.034923       4.913921       
0.014216        4.993234       
0.064149        5.073168       
0.114880        5.153705       
0.166417        5.234817       
0.218766        5.316466       
0.271930        5.398606       
0.325916        5.481180       
0.380728        5.564116       
0.436369        5.647332       
0.492843        5.730733       
0.550150        5.814207       
0.608292        5.897627       
0.667268        5.980849       
0.727077        6.063713       
0.787714        6.146037       
0.849174        6.227622       
0.911450        6.308246       
0.974533        6.387665       
1.038410        6.465613       
1.103066        6.541799       
1.168484        6.615908       
1.234643        6.687597       
1.301519        6.756500       
1.369084        6.822220       
1.437306        6.884336       
1.506149        6.942398       
1.575573        6.995928       
1.645533        7.044422       
1.715977        7.087348       
1.786850        7.124152       
1.858092        7.154250       
1.929634        7.177042       
2.001405        7.191904       
2.073324        7.198195       
2.145306        7.195263       
2.217258        7.182443       
2.289083        7.159067       
2.360673        7.124465       
2.431918        7.077973       
2.502698        7.018940       
2.572887        6.946733       
2.642355        6.860745       
2.710962        6.760403       
2.778566        6.645179       
2.845018        6.514595       
2.910164        6.368234       
2.973846        6.205748       
3.035904        6.026868       
3.096172        5.831414       
3.154486        5.619300       
3.210679        5.390546       
3.264585        5.145280       
3.316038        4.883748       
3.364875        4.606319       
3.410938        4.313486       
3.454073        4.005866       
3.494132        3.684208       
3.530974        3.349380       
3.564468        3.002376       
3.594492        2.644303       
3.620935        2.276377       
3.643698        1.899912       
3.662697        1.516308       
3.677861        1.127041       
3.689131        0.733645       
3.696467        0.337701       
3.699844        -0.059185      
3.699253        -0.455394      
3.694699        -0.849314      
3.686205        -1.239354      
3.673812        -1.623966      
3.657572        -2.001653      
3.637556        -2.370991      
3.613846        -2.730638      
3.586539        -3.079347      
3.555746        -3.415977      
3.521586        -3.739500      
3.484191        -4.049007      
3.443701        -4.343712      
3.400264        -4.622959      
3.354034        -4.886214      
3.305172        -5.133071      
3.253842        -5.363247      
3.200209        -5.576575      
3.144443        -5.773003      
3.086713        -5.952583      
3.027188        -6.115466      
2.966033        -6.261893      
2.903414        -6.392187      
2.839492        -6.506743      
2.774425        -6.606017      
2.708364        -6.690523      
2.641459        -6.760819      
2.573851        -6.817499      
2.505676        -6.861185      
2.437064        -6.892524      
2.368139        -6.912174      
2.299017        -6.920800      
2.229809        -6.919071      
2.160618        -6.907651      
2.091542        -6.887195      
2.022670        -6.858347      
1.954087        -6.821735      
1.885869        -6.777967      
1.818090        -6.727631      
1.750813        -6.671292      
1.684100        -6.609488      
1.618005        -6.542734      
1.552578        -6.471517      
1.487863        -6.396299      
1.423900        -6.317512      
1.360725        -6.235565      
1.298369        -6.150837      
1.236861        -6.063683      
1.176224        -5.974432      
1.116480        -5.883389      
1.057646        -5.790836      
0.999737        -5.697032      
0.942767        -5.602212      
0.886745        -5.506595      
0.831679        -5.410377      
0.777575        -5.313738      
0.724438        -5.216839      
0.672269        -5.119826      
0.621071        -5.022829      
0.570843        -4.925966      
0.521583        -4.829339      
0.473290        -4.733039      
0.425959        -4.637149      
0.379588        -4.541737      
0.334171        -4.446864      
0.289702        -4.352583      
0.246176        -4.258938      
0.203587        -4.165967      
0.161927        -4.073701      
0.121190        -3.982164      
0.081368        -3.891378      
0.042455        -3.801358      
0.004441        -3.712116      
-0.032680       -3.623660      
-0.068917       -3.535995      
-0.104277       -3.449123      
-0.138768       -3.363046      
-0.172398       -3.277760      
-0.205176       -3.193263      
-0.237109       -3.109551      
-0.268204       -3.026617      
-0.298470       -2.944457      
-0.327915       -2.863062      
-0.356545       -2.782427      
-0.384370       -2.702544      
-0.411395       -2.623407      
-0.437629       -2.545008      
-0.463079       -2.467342      
-0.487753       -2.390403      
-0.511657       -2.314185      
-0.534799       -2.238684      
-0.557185       -2.163897      
-0.578824       -2.089820      
-0.599723       -2.016452      
-0.619887       -1.943791      
-0.639325       -1.871838      
-0.658043       -1.800593      
-0.676049       -1.730058      
-0.693350       -1.660237      
-0.709952       -1.591132      
-0.725864       -1.522750      
-0.741091       -1.455095      
-0.755642       -1.388174      
-0.769524       -1.321996      
-0.782744       -1.256568      
-0.795309       -1.191901      
-0.807228       -1.128003      
-0.818508       -1.064887      
-0.829157       -1.002564      
-0.839183       -0.941046      
-0.848593       -0.880346      
-0.857397       -0.820478      
-0.865602       -0.761455      
-0.873216       -0.703292      
-0.880249       -0.646003      
-0.886709       -0.589604      
-0.892605       -0.534109      
-0.897946       -0.479535      
-0.902742       -0.425896      
-0.907001       -0.373209      
-0.910733       -0.321489      
-0.913948       -0.270752      
-0.916655       -0.221013      
-0.918865       -0.172287      
-0.920588       -0.124590      
-0.921834       -0.077937      
-0.922613       -0.032342      
-0.922937       0.012180       
-0.922815       0.055615       
-0.922259       0.097950       
-0.921279       0.139172       
-0.919888       0.179268       
-0.918095       0.218225       
-0.915913       0.256033       
-0.913352       0.292680       
-0.910426       0.328156       
-0.907144       0.362450       
-0.903520       0.395553       
-0.899564       0.427457       
-0.895289       0.458154       
-0.890708       0.487635       
-0.885832       0.515894       
-0.880673       0.542925       
-0.875243       0.568722       
-0.869556       0.593281       
-0.863623       0.616595       
-0.857457       0.638663       
-0.851071       0.659480       
-0.844476       0.679044       
-0.837685       0.697353       
-0.830712       0.714406       
-0.823568       0.730200       
-0.816266       0.744737       
-0.808819       0.758015       
-0.801238       0.770036       
-0.793538       0.780800       
-0.785730       0.790309       
-0.777827       0.798564       
-0.769841       0.805569       
-0.761786       0.811325       
-0.753672       0.815836       
-0.745514       0.819104       
-0.737323       0.821135       
-0.729112       0.821931       
-0.720892       0.821497       
-0.712677       0.819837       
-0.704479       0.816957       
-0.696309       0.812861       
-0.688181       0.807555       
-0.680105       0.801044       
-0.672095       0.793333       
-0.664161       0.784429       
-0.656317       0.774338       
-0.648574       0.763065       
-0.640943       0.750617       
-0.633437       0.737000       
-0.626067       0.722220       
-0.618845       0.706285       
-0.611782       0.689200       
-0.604890       0.670973       
-0.598180       0.651610       
-0.591664       0.631118       
-0.585353       0.609504       
-0.579258       0.586776       
-0.573390       0.562939       
-0.567761       0.538002       
-0.562381       0.511971       
-0.557261       0.484854       
-0.552412       0.456657       
-0.547846       0.427389       
-0.543572       0.397057       
-0.539601       0.365667       
-0.535945       0.333228       
-0.532613       0.299748       
-0.529615       0.265233       
-0.526963       0.229692       
-0.524666       0.193132       
-0.522734       0.155562       
-0.521179       0.116990       
-0.520009       0.077423       
-0.519235       0.036870       
-0.518866       -0.004660      
-0.518913       -0.047159      
-0.519384       -0.090618      
-0.520290       -0.135029      
-0.521641       -0.180381      
-0.523444       -0.226666      
-0.525711       -0.273873      
-0.528450       -0.321994      
-0.531670       -0.371017      
-0.535380       -0.420932      
-0.539589       -0.471729      
-0.544307       -0.523395      
-0.549541       -0.575920      
-0.555300       -0.629291      
-0.561593       -0.683496      
-0.568428       -0.738522      
-0.575813       -0.794355      
-0.583756       -0.850980      
-0.592266       -0.908384      
-0.601350       -0.966550      
-0.611016       -1.025461      
-0.621270       -1.085101      
-0.632121       -1.145452      
-0.643576       -1.206495      
-0.655641       -1.268209      
-0.668323       -1.330573      
-0.681628       -1.393565      
-0.695564       -1.457161      
-0.710136       -1.521335      
-0.725349       -1.586062      
-0.741210       -1.651313      
-0.757723       -1.717058      
-0.774893       -1.783264      
-0.792726       -1.849899      
-0.811225       -1.916926      
-0.830394       -1.984306      
-0.850237       -2.052000      
-0.870757       -2.119963      
-0.891957       -2.188149      
-0.913838       -2.256510      
-0.936404       -2.324993      
-0.959653       -2.393542      
-0.983589       -2.462099      
-1.008210       -2.530601      
-1.033516       -2.598981      
-1.059506       -2.667168      
-1.086177       -2.735087      
-1.113528       -2.802659      
-1.141555       -2.869799      
-1.170253       -2.936418      
-1.199617       -3.002421      
-1.229641       -3.067708      
-1.260318       -3.132173      
-1.291640       -3.195705      
-1.323597       -3.258187      
-1.356179       -3.319496      
-1.389374       -3.379502      
-1.423169       -3.438068      
-1.457550       -3.495052      
-1.492500       -3.550306      
-1.528003       -3.603674      
-1.564040       -3.654993      
-1.600590       -3.704095      
-1.637631       -3.750806      
-1.675139       -3.794944      
-1.713088       -3.836321      
-1.751452       -3.874745      
-1.790199       -3.910019      
-1.829299       -3.941937      
-1.868719       -3.970294      
-1.908421       -3.994877      
-1.948370       -4.015472      
-1.988525       -4.031862      
-2.028844       -4.043830      
-2.069282       -4.051155      
-2.109793       -4.053620      
-2.150330       -4.051009      
-2.190840       -4.043108      
-2.231271       -4.029709      
-2.271568       -4.010608      
-2.311674       -3.985611      
-2.351530       -3.954532      
-2.391075       -3.917195      
-2.430247       -3.873438      
-2.468982       -3.823114      
-2.507213       -3.766091      
-2.544874       -3.702258      
-2.581896       -3.631520      
-2.618212       -3.553808      
-2.653750       -3.469075      
-2.688440       -3.377300      
-2.722213       -3.278490      
-2.754998       -3.172680      
-2.786725       -3.059935      
-2.817324       -2.940352      
-2.846728       -2.814059      
-2.874869       -2.681219      
-2.901681       -2.542025      
-2.927101       -2.396706      
-2.951068       -2.245524      
-2.973523       -2.088774      
-2.994411       -1.926782      
-3.013679       -1.759906      
-3.031278       -1.588532      
-3.047163       -1.413076      
-3.061294       -1.233979      
-3.073634       -1.051704      
-3.084151       -0.866736      
-3.092818       -0.679577      
-3.099614       -0.490745      
-3.104521       -0.300767      
-3.107529       -0.110181      
-3.108631       0.080474       
-3.107826       0.270654       
-3.105120       0.459822       
-3.100521       0.647445       
-3.094047       0.833001       
-3.085717       1.015979       
-3.075557       1.195887       
-3.063598       1.372250       
-3.049876       1.544618       
-3.034430       1.712564       
-3.017304       1.875686       
-2.998547       2.033615       
-2.978211       2.186008       
-2.956351       2.332557       
-2.933025       2.472984       
-2.908295       2.607047       
-2.882225       2.734535       
-2.854880       2.855270       
-2.826327       2.969110       
-2.796636       3.075942       
-2.765876       3.175689       
-2.734120       3.268300       
-2.701436       3.353757       
-2.667899       3.432068       
-2.633578       3.503268       
-2.598546       3.567417       
-2.562871       3.624598       
-2.526625       3.674914       
-2.489876       3.718488       
-2.452691       3.755462       
-2.415137       3.785992       
-2.377277       3.810246       
-2.339174       3.828407       
-2.300890       3.840666       
-2.262484       3.847223       
-2.224011       3.848285       
-2.185529       3.844063       
-2.147088       3.834775       
-2.108740       3.820637       
-2.070534       3.801870       
-2.032515       3.778693       
-1.994728       3.751325       
-1.957215       3.719982       
-1.920015       3.684879       
-1.883166       3.646226       
-1.846704       3.604230       
-1.810662       3.559094       
-1.775071       3.511014       
-1.739961       3.460181       
-1.705359       3.406782       
-1.671291       3.350997       
-1.637781       3.292998       
-1.604851       3.232953       
-1.572522       3.171023       
-1.540811       3.107362       
-1.509738       3.042119       
-1.479317       2.975434       
-1.449562       2.907443       
-1.420488       2.838274       
-1.392105       2.768052       
-1.364425       2.696892       
-1.337456       2.624906       
-1.311207       2.552200       
-1.285685       2.478873       
-1.260896       2.405021       
-1.236846       2.330734       
-1.213538       2.256097       
-1.190977       2.181191       
-1.169165       2.106092       
-1.148104       2.030872       
-1.127796       1.955599       
-1.108240       1.880338       
-1.089436       1.805150       
-1.071385       1.730092       
-1.054084       1.655218       
-1.037532       1.580580       
-1.021726       1.506227       
-1.006664       1.432205       
-0.992342       1.358556       
-0.978756       1.285323       
-0.965903       1.212544       
-0.953777       1.140256       
-0.942375       1.068495       
-0.931690       0.997293       
-0.921717       0.926683       
-0.912450       0.856695       
-0.903883       0.787358       
-0.896010       0.718698       
-0.888823       0.650744       
-0.882315       0.583520       
-0.876480       0.517050       
-0.871310       0.451358       
-0.866796       0.386466       
-0.862931       0.322397       
-0.859707       0.259171       
-0.857116       0.196809       
-0.855148       0.135331       
-0.853794       0.074756       
-0.853047       0.015104       
-0.852896       -0.043606      
-0.853332       -0.101357      
-0.854345       -0.158131      
-0.855927       -0.213909      
-0.858066       -0.268673      
-0.860752       -0.322407      
-0.863976       -0.375093      
-0.867727       -0.426713      
-0.871994       -0.477251      
-0.876767       -0.526688      
-0.882034       -0.575008      
-0.887784       -0.622194      
-0.894006       -0.668227      
-0.900688       -0.713091      
-0.907819       -0.756768      
-0.915387       -0.799239      
-0.923379       -0.840488      
-0.931784       -0.880496      
-0.940589       -0.919245      
-0.949781       -0.956717      
-0.959349       -0.992892      
-0.969278       -1.027752      
-0.979555       -1.061279      
-0.990168       -1.093453      
-1.001102       -1.124255      
-1.012345       -1.153665      
-1.023882       -1.181663      
-1.035698       -1.208231      
-1.047781       -1.233348      
-1.060114       -1.256993      
-1.072684       -1.279148      
-1.085475       -1.299792      
-1.098473       -1.318905      
-1.111662       -1.336466      
-1.125027       -1.352457      
-1.138552       -1.366856      
-1.152220       -1.379645      
-1.166017       -1.390803      
-1.179925       -1.400312      
-1.193928       -1.408153      
-1.208009       -1.414307      
-1.222152       -1.418757      
-1.236340       -1.421484      
-1.250555       -1.422473      
-1.264780       -1.421707      
-1.278997       -1.419171      
-1.293188       -1.414850      
-1.307337       -1.408731      
-1.321424       -1.400801      
-1.335432       -1.391049      
-1.349343       -1.379465      
-1.363137       -1.366040      
-1.376798       -1.350767      
-1.390305       -1.333640      
-1.403642       -1.314654      
-1.416788       -1.293807      
-1.429726       -1.271097      
-1.442437       -1.246527      
-1.454903       -1.220097      
-1.467104       -1.191814      
-1.479022       -1.161685      
-1.490639       -1.129717      
-1.501936       -1.095923      
-1.512895       -1.060315      
-1.523498       -1.022910      
-1.533727       -0.983725      
-1.543564       -0.942781      
-1.552992       -0.900101      
-1.561993       -0.855709      
-1.570550       -0.809634      
-1.578647       -0.761905      
-1.586266       -0.712554      
-1.593391       -0.661616      
-1.600007       -0.609128      
-1.606099       -0.555128      
-1.611650       -0.499659      
-1.616647       -0.442763      
-1.621074       -0.384486      
-1.624919       -0.324874      
-1.628168       -0.263978      
-1.630808       -0.201846      
-1.632826       -0.138533      
-1.634211       -0.074090      
-1.634952       -0.008572      
-1.635038       0.057963       
-1.634458       0.125461       
-1.633204       0.193863       
